propertyId,propertyItemId,propertyParcelNumber,propertyAddress,propertyFaceValue,currentBidStatus,currentBidAmount,currentBidRequired,bid,bidType
561c402077c8fa0c53e83915,080, R001696,MINE:WILD WAGONER-108 3.44 ACRES MOR 19-3-73- 550256 STMT OF AUTHOR 709829,$51.85,Bids,67.85,68.85,,PTW
561c402077c8fa0c53e83916,081, R003150,MINE:MONTANA-1560 4.98 ACRES MOR 19-3-73-542746 STMT OF AUTHOR 709829,$433.64,Bids,502.99,503.99,,PTW
561c402077c8fa0c53e83917,082, R003153,MINE:NEVADA-1563 4.63 ACRES MOR 19-3-73-542746 STMT OF AUTHOR 709829,$419.11,Bids,511.11,512.11,,PTW
561c402077c8fa0c53e83918,083, R001810,MINE:MONITOR-1264 2.47 ACRES MOR 20-3-73-550256 STMT OF AUTHOR 709829,$179.60,Bids,201,202,,PTW
561c402077c8fa0c53e83919,084, R003154,MINE:CALIFORNIA-1559 5 ACRES MOR 30-3-73-542746 STMT OF AUTHOR 709829,$411.49,Bids,511.49,512.49,,PTW
561c402077c8fa0c53e83921,098, R000911,Sub: WINTERLAND Lot:78 U4 309318,$225.91,Bids,281.91,282.91,,PTW
561c402077c8fa0c53e83922,099, R001860,MINE:LITTLE EMMA-12950 2.776 ACRES EMP 20-3-73 476761,$49.09,Bids,55.55,56.55,,PTW
561c402077c8fa0c53e83923,100, R005188,Sub:WINTERLAND Lot: 1 U1 489385,$158.11,Bids,194.11,195.11,,PTW
561c402077c8fa0c53e83924,101, R005783,Sub:SAINT MARYS Lot:599 U4 516105,$111.37,Bids,114.37,115.37,,PTW
561c402077c8fa0c53e83925,102, R008745,MINE:HURRICANE-18567 100 4.5 ACRES TC 1-4-74,$56.00,Bids,61,62,,PTW
561c402077c8fa0c53e83926,103, R012517,Sub:HOMESTEAD HIDEAWAY #13 Block:7 ALL LOT 1  4  W2 LOTS 2  5  B13 ALL LOT 1  W 175 LOT 2 318729,$196.18,Bids,300.18,301.18,,PTW
561c402077c8fa0c53e83927,104, R013357,Sub:CASTLEWOOD WEST Lot:9 F1 486536 619449,$86.53,Bids,88.88,89.88,,PTW
561c402077c8fa0c53e8392a,107, R164417,Sub:GEORGETOWN Block: 28 Lot: PT 7  8 WEST 20FT OF THE WEST 45FT28142 28319 3147 31187 59350 200231 296730 4927 528307,$71.87,Bids,79.87,80.87,,PTW
561c402077c8fa0c53e8392c,109, R002543,MINE:QUINCY-6467 2.944 ACRES IDA 26-3-73,$309.05,Bids,420,421,,PTW
561c402077c8fa0c53e8392d,110, R002545,MINE:GREAT CENTER EXT-6467 3 ACRES IDA 26-3-73 536356,$84.07,Bids,116,117,,PTW
561c402077c8fa0c53e8392e,111, R002546,MINE:BEN FRANKLIN-6467 2.944 ACRES IDA VA 26-3-73,$49.77,Bids,101,102,,PTW
561c402077c8fa0c53e8392f,112, R002547,MINE:UNCLE SAM-6467 2.944 ACRES VA 26-3-73  IMP,$49.77,Bids,98.77,99.77,,PTW
561c402077c8fa0c53e83930,113, R002604,MINE:CRYSTAL-838A 5.14 ACRES IDA 26-3-73,$58.76,Bids,75,76,,PTW
561c402077c8fa0c53e83931,114, R002644,MINE:DUMP- 6389 4.683 ACRES IDA 26-3-73 SURV ROW #199006 592751,$56.68,Bids,75,76,,PTW
561c402077c8fa0c53e83932,115, R002542,MINE:MONO EXTENSION-6467 2.94 ACRES IDA  VA 26-3-73,$210.73,Bids,288,289,,PTW
561c402077c8fa0c53e83933,116, R017383,DUMONT TRACTS-TRACT ADJ PARCEL DESCRIBED AS PT-LITTLE SUPERIOR MILLSITE #20706B-30-3-73 BLM DEED 597732 COURT ORD NAME,$62.52,Bids,84.52,85.52,,PTW
561c402077c8fa0c53e83934,117, R010896,Sub:PLACER VALLEY 2000 AMDMT WILDLIFE PARK TR 81A  IMP LS HWY 522283 522781 545108 574274 AMDMT PLAT #213653 642832 642834642836 1182 COLORADO 103,"$1,643.40",Bids,1801.01,1802.01,,PTW
561c402077c8fa0c53e83935,118, R010945,MINE:QUITO-2329 100 3.16 ACRES JK 3-4-73 522283 522781 545108 574274,$115.23,Bids,132,133,,PTW
561c402077c8fa0c53e83936,120, R016331,Sub:OGLE-WHITE DIVISION PARCEL B 530802 DIV SURV #185388 555924 449 SQUAW MOUNTAIN TRL,"$2,569.12",Bids,2725.12,2726.12,,PTW
561c402077c8fa0c53e83937,121, R016140,Sub:CIRCLE K RANCH HOMESITES Lot:82 THRU: Lot:84  IMP AGREE 50591 STMT OF AUTHOR 792947 SURV #246377 78150 POA 77347 121 MARY BETH RD,"$1,449.02",Bids,1537.02,1538.02,,PTW
561c402077c8fa0c53e8393a,124, R000676,Sub:WINTERLAND Lot:28 U3 590354 SURV #242712 766219,$125.11,Bids,202,203,,PTW
561c402077c8fa0c53e8393b,125, R011493,MINE:ORINOCO NO 8-17962 2.498 ACRES CAS 8-4-73 PT,$224.58,Bids,239.58,240.58,,PTW
561c402077c8fa0c53e8393c,126, R001980,MINE:ASTRE-4816 LFR  VA 22-3-73  GOV L42  PT GOV L40 21-3-73  PT TR 22-3-73 BLM TR ZONED M-2 15.57A BLM TR6451 AGREE 763988,$711.90,Bids,777,778,,PTW
561c402077c8fa0c53e8393e,128, R005656,Sub:SAINT MARYS Lot:507 U3 328319 450861 462649 DC 763783,$100.37,Bids,111.11,112.11,,PTW
561c402077c8fa0c53e8393f,129, R001955,MINE:WESTCHESTER-1760 4.18 ACRES YK 22-3-73 605320,$518.79,Bids,561,562,,PTW
561c402077c8fa0c53e83940,130, R006328,MINE:TWEED-12507 50 4.577 ACRES UU 16-3-74 559314,$47.01,Bids,54,55,,PTW
561c402077c8fa0c53e83941,131, R006331,MINE:TULARE-12507 50 4.577 ACRES UU 16-3-74 559314,$47.01,Bids,53,54,,PTW
561c402077c8fa0c53e83942,132, R006334,MINE:TIOGA-12507 50 4.577 ACRES UU 16-3-74 559314,$47.01,Bids,61,62,,PTW
561c402077c8fa0c53e83943,133, R013739,Sub:EVERGREEN WEST HIGHLANDS Lot:16  IMPS 409227 453800-801 1389 WITTER GULCH RD,"$1,744.37",Bids,1888.37,1889.37,,PTW
561c402077c8fa0c53e83944,134, R003225,Sub:DUMONT Block: 6 Lot:6 PT  IMPS 257499 LETS 491808 491809 226 W DUMONT RD,"$1,602.29",Bids,1705.29,1706.29,,PTW
561c402077c8fa0c53e83945,135, R012952,Sub:BLUE VALLEY ACRES Block:3 Lot: 11 U1 269338 633717 AFF OF TR 633718,$160.21,Bids,218.21,219.21,,PTW
561c402077c8fa0c53e83949,140, R017412,Sub:JGE DIVISION #2 LOT A AMENDED-312106 313378 BLM TR 611243  611867-AGREE 611245  611869 BLM TRS 659390-396-DIV #217459 659397 659401,$356.81,Bids,379.81,380.81,,PTW
561c402077c8fa0c53e8394b,142, R006936,MINE:ARGYLE-1188 DV 26-3-74 E 387FT 330676,$52.53,Bids,76.53,77.53,,PTW
561c402077c8fa0c53e8394c,143, R013162,Sub:BEAVER BROOK LODGE ESTATES Lot:2  IMPS 394412 1047 OLD SQUAW PASS RD,$668.12,Bids,712.12,713.12,,PTW
561c402077c8fa0c53e8394d,144, R005767,Sub:SAINT MARYS Lot:615 U4 324691 DC 771179,$84.82,Bids,107.82,108.82,,PTW
561c402077c8fa0c53e83952,149, R006550,MINE:DECATUR-1305 1.55 ACRES DV 32-3-74 N12,$44.23,Bids,51.23,52.23,,PTW
561c402077c8fa0c53e83953,150, R006551,MINE:CARBON-732 0.66 ACRES DV 23-3-74 N12,$40.76,Bids,41.76,42.76,,PTW
561c402077c8fa0c53e83954,151, R006555,MINE:CZAR-1800 50 1.85 ACRES DV 23-3-74,$117.99,Bids,124.99,125.99,,PTW
561c402077c8fa0c53e8397e,194, R016883,S:19 T: 3 R:73-GOV LOTS 1  20 CORR 594583 DRVWY ESMT 704277,"$2,888.92",Bids,3105.33,3106.33,,PTW
561c402077c8fa0c53e8397f,199, R164174,MINE:FAIRMOUNT LODE-195 A UND 13 INT OF 920TH INT 1.72 ACRES SB 27-3-73 245167 32463 347582 396407,$38.68,Bids,93,94,,PTW
561c402077c8fa0c53e83980,200, R164173,MINE:FAIRMOUNT MILLSITE-195 B UND 13 INT OF UND 920 INT 5.0 ACRES SB 34-3-73 245167 32463 347582 396407,$40.76,Bids,55.76,56.76,,PTW
561c402077c8fa0c53e83981,202, R005574,Sub:SAINT MARYS Lot:873 U5 334274 396239-241,$137.03,Bids,155.55,156.55,,PTW
561c402077c8fa0c53e83982,203, R012010,Sub:SADDLEBACK RIDGE ESTATES Block:2 Lot:2 F4 AMD 468880 532817,$491.78,Bids,531.55,532.55,,PTW
561c402077c8fa0c53e83984,205, R011728,PT BEAR CREEK #16875 12-4-73 APX 2.238A 418479 943-945 947,$243.97,Bids,250,251,,PTW
561c402077c8fa0c53e83985,208, R013103,Sub:PINE VALLEY HEIGHTS Lot: PT A6 AND Lot:A33 PT AND Lot:A9  A20  ALL LOT A7 WEST OF LINE BTWN LOT A7  A8  VAC RD RD VAC 533492 331213 459668 AGREE 520313,"$1,203.03",Bids,1277.03,1278.03,,PTW
561c402077c8fa0c53e83986,209, R007596,MINE:RELOCATED OSHKOSH-2071 5.16 ACRES MA 35-3-74 328499,$58.76,Bids,99.66,100.66,,PTW
561c402077c8fa0c53e83987,210, R001289,MINE:COMET-2338 2.11 ACRES LN VE 5-3-73 W 600FT 582562 FOR SER ESMT 559100,$381.04,Bids,399.99,400.99,,PTW
561c402077c8fa0c53e8398a,213, R001051,Sub:WINTERLAND Lot:62 U2-408234 DC 687346,$223.17,Bids,274.17,275.17,,PTW
561c402077c8fa0c53e8398c,215, R013719,Sub:EVERGREEN WEST Lot:79 F3  IMPS 564887 20 ASPEN CIR,"$2,486.84",Bids,2682.03,2683.03,,PTW
561c402077c8fa0c53e8398d,216, R006588,MINE:WHITE EXTENSION-703 2.02 ACRES DV 23-3-74,$132.52,Bids,148,149,,PTW
561c402077c8fa0c53e8398e,217, R006728,MINE:LINCOLN- 692 2.73 ACRES DV 25-3-74 537701,$49.09,Bids,56.09,57.09,,PTW
561c402077c8fa0c53e8398f,218, R006595,MINE:BEDFORD-2134 2 ACRES DV 23-3-74,$130.44,Bids,141.44,142.44,,PTW
561c402077c8fa0c53e83990,219, R006524,MINE:MOILE BRIG-5032 4.66 ACRES DV 22-3-74,$56.68,Bids,59.68,60.68,,PTW
561c402077c8fa0c53e83991,220, R006547,MINE:CLEVELAND-2172 3.9 ACRES DV 23-3-74,$148.44,Bids,160,161,,PTW
561c402077c8fa0c53e83992,221, R006548,MINE:SILVER WING-2171 3.24 ACRES DV 23-3-74,$120.75,Bids,132.33,133.33,,PTW
561c402077c8fa0c53e83993,222, R006569,MINE:BOSTON-16315 2.593 ACRES DV 23-3-74 31715,$192.05,Bids,205.05,206.05,,PTW
561c402077c8fa0c53e83995,224, R002495,MINE:LEAD BELT-991 4.07 ACRES IDA 26-3-73,$205.90,Bids,302,303,,PTW
561c402077c8fa0c53e83996,225, R002516,MINE:CHESTER-1097 0.97 ACRES IDA 26-3-73,$42.15,Bids,96.15,97.15,,PTW
561c402077c8fa0c53e83997,226, R005328,Sub:SAINT MARYS Lot:150 U2,$271.72,Bids,354.72,355.72,,PTW
561c402077c8fa0c53e83998,227, R004120,Sub:IDAHO SPRINGS Block: 36 Lot:9  IMPS 35274 428859 1302 VIRGINIA ST,"$3,282.66",Bids,3563.9,3564.9,,PTW
561c402077c8fa0c53e83999,228, R008061,Sub:SILVER PLUME Block:13 Lot:PT 9  IMPS 413100 41865 66 436921 448473 955 MAIN ST,$676.01,Bids,711,712,,PTW
561c402077c8fa0c53e8399a,229, R010451,Sub:SILVER PLUME Block:11 Lot:4 PT   IMPS 3416 428864 920 MADISON ST,$977.35,Bids,1103.75,1104.75,,PTW
561c402077c8fa0c53e8399b,230, R016378,S:12 T:4 R:72-PT NW4 TR A 544347 544349 37890 REZONING CASE #60 WATER RTS 544351 EXE DEED,"$4,726.76",Bids,4816.85,4817.85,,PTW
561c402077c8fa0c53e8399c,231, R004116,Sub:IDAHO SPRINGS 2 TRS IN MT PLEASANT #4741 IDA 35-3-73 423159 449659 452114,$55.08,Bids,66.08,67.08,,PTW
561c402077c8fa0c53e8399d,232, R004140,Sub:IDAHO SPRINGS Block:37 Lot:11 AND Lot:12  IMP 423159 449659 452114 1200 VIRGINIA ST,$242.55,Bids,279.55,280.55,,PTW
561c402077c8fa0c53e8399e,233, R014925,Sub:ALPENDORF ON THE LAKE Lot:14 39782,$76.56,Bids,251,252,,PTW
561c402077c8fa0c53e8399f,234, R001812,MINE:GOLDEN CALF-13530 12.5 4.755 ACRES MOR 20-3-73 35043-46 366224,$93.76,Bids,121.76,122.76,,PTW
561c402077c8fa0c53e839a0,235, R160679,MINE:SOLID MULDOON-775 5.17 ACRES JK 3-4-73  IMP QUIET ESMT 563731 ESMT 66857 143 BLACK EAGLE RD,$441.94,Bids,501,502,,PTW
561c402077c8fa0c53e839a2,237, R007276,MINE:COUPON PLACER-1298 UU 28-3-74 PT 266471,$205.06,Bids,222.22,223.22,,PTW
561c402077c8fa0c53e839a3,238, R005201,Sub:SAINT MARYS Lot:660 U5 484137,$75.64,Bids,100.99,101.99,,PTW
561c402077c8fa0c53e839a4,239, R011774,S:23 T:4 R:73-E2 SE4  SW4 SW4 24-4-73  IMPS-ESMT TO FOR SERV 735705-ESMT FROM FOR SERV 735718 19285 COLORADO 103 19287 COLORADO 103,"$19,718.76",Bids,20902.99,20903.99,,PTW
561c402077c8fa0c53e839a5,240, R011739,S:13 T:4 R:73-SW4 SW4 40A  W2 NW4 24-4-73 80A-587146 587148-ODP #235417 739577 WTR RTS 745476 746478 745480,"$7,254.72",Bids,7628.73,7629.73,,PTW
561c402077c8fa0c53e839a6,241, R164290,Sub:SAINT MARYS Lot:621 Unit:4 45873 598792,$160.85,Bids,176,177,,PTW
561c402077c8fa0c53e839a7,242, R012132,S:8 T:4 R:72-TR NW4 SW4 NE4 SR  14 MRO,$212.13,Bids,227.5,228.5,,PTW
561c402077c8fa0c53e839af,251, R164367,MINE:1076-NEATH 10 4.89 ACRES  MRO,$38.68,Bids,46,47,,PTW
561c402077c8fa0c53e839b0,252, R004352,S:36 T:3 R:73 GOV LOT 5  IMP 224486 LS WATER  SEWER LINES TO ID SPGS 344175 PATENT 507839 554306 423 VIRGINIA CANYON RD,$682.84,Bids,696.84,697.84,,PTW
561c402077c8fa0c53e839b1,253, R003232,MINE:EUREKA-685 25 5.15 ACRES MA 30-3-73 415192 416339,$75.08,Bids,876.08,877.08,,PTW
561c402077c8fa0c53e839b2,254, R003236,MINE:LUCKY FIND-18699 3.357 ACRES MA 30-3-73 415192 416339,$314.57,Bids,738,739,,PTW
561c402077c8fa0c53e839b3,255, R006820,MINE:IDA-722 5.16 ACRES MA 25-3-74 415192 416339,$58.76,Bids,825.76,826.76,,PTW
561c402077c8fa0c53e839b5,257, R005286,Sub:SAINT MARYS Lot:113 U2 316207,$75.64,Bids,95.64,96.64,,PTW
561c402077c8fa0c53e839b6,258, R014617,Sub:BROOK FOREST ESTATE Lot:10 K F1,$627.22,Bids,666.22,667.22,,PTW
561c402077c8fa0c53e839b7,261, R001977,MINE:MABEL-10168 3.89 ACRES VA 22-3-73  TWO M-2 TRACTS ADJ 22-3-73  GOV L38 21-3-73 BLM TR ACREAGES .71  25.48,"$1,894.91",Bids,1919.19,1920.19,,PTW
561c402077c8fa0c53e839b8,262, R007531,MINE:CHOCTAW MS-1108B 2.49 ACRES GRI 34-3-74 E PT  IMP 375113 400408 453775 460773 462744 586649 2230 ALVARADO RD,$647.57,Bids,687.57,688.57,,PTW
561c402077c8fa0c53e839b9,263, R010061,Sub:GEORGETOWN Block:122 Lot:9 L3 N30FT  IMPS 413127 128 809 BIDDLE ST,$733.75,Bids,779.75,780.75,,PTW
561c402077c8fa0c53e839bb,265, R013424,Sub:ECHO HILLS SUBDIVISION Lot:68 F2 376443,$211.74,Bids,269.74,270.74,,PTW
561c402077c8fa0c53e839bc,266, R013425,Sub:ECHO HILLS SUBDIVISION Lot:67 F2 381185,$227.30,Bids,283.3,284.3,,PTW
561c402077c8fa0c53e839c2,276, R005982,Sub:SAINT MARYS Lot:436 U3 598903,$114.14,Bids,118.14,119.14,,PTW
561c402077c8fa0c53e839c4,279, R017484,Sub:ONEAL DIVISION TRACT 1-341314 487872 BLM TR 597794 AGREE 597795-624792 DIV #221331 677445-DEED RESTRICT 677446,$73.00,Bids,79.77,80.77,,PTW
561c402077c8fa0c53e839c5,280, R017414,Sub:JGE DIVISION #2 LOT C AMD  ESMT-312106 313378 BLM TRS 659390-396-JGE DIV #217459 659397-659403 SMT OF AUTHOR 685905,$169.61,Bids,182.61,183.61,,PTW
561c402077c8fa0c53e839c6,281, R164474,Sub:IDAHO SPRINGS PT GRAHAM PLCR #840,$30.14,Bids,34,35,,PTW
561c402077c8fa0c53e839c9,284, R001518,MINE:NEW WORLD-2364 5.165 ACRES LFR 16-3-73,"$2,313.69",Bids,2313.69,2314.69,,PTW
561c402077c8fa0c53e839ca,288, R013349,Sub:CASTLEWOOD WEST Lot:7 F1  IMPS 406495 496 2493 SINTON RD,$476.22,Bids,566.83,567.83,,PTW
561c402077c8fa0c53e839cb,289, R164420,S:36 T:3 R:72 PT SW4 NW4,$118.67,Bids,203.67,204.67,,PTW
561c402077c8fa0c53e839cc,291, R015417,Sub:MANY SPRINGS STAGE STOP OWLS NEST DIV #173550 527599 54065 1868 OLD SQUAW PASS RD,"$4,002.07",Bids,4283.07,4284.07,,PTW
561c402077c8fa0c53e839cd,295, R016906,Sub:IDAHO SPGS DAKOTA HOUSE CONDO AMD Unit:2 DESC: IMP 531997 CONDO PLAT #198598 591728 AMD PLAT #200029 595491 CONDO DEC 591694 1608 MINER ST #2,$271.57,Bids,303.01,304.01,,PTW
561c402077c8fa0c53e839cf,297, R008020,MINE:PORTER-1638 1.56 ACRES GRI 13-4-75 295607 418574 575 DC 48821,$44.23,Bids,46.66,47.66,,PTW
561c402077c8fa0c53e839d0,298, R002799,MINE:GOLD DOLLAR-18934 3.314 ACRES VA LFR SB 27-3-73 299541 421387 388 422110-113,$171.29,Bids,195.29,196.29,,PTW
561c402077c8fa0c53e839d1,299, R013664,Sub:EVERGREEN WEST Lot:23 F3  IMPS 345 SNYDER MOUNTAIN RD,"$1,228.50",Bids,1388.41,1389.41,,PTW
561c402077c8fa0c53e839d5,303, R016337,Sub:HYLAND HILLS F1 2 TRS B-1-550709 AGREE 557562-STMT OF AUTHOR 716127,"$9,611.26",Bids,11001.01,11002.01,,PTW
561c402077c8fa0c53e839d6,304, M160100,Sub:SAINT MARYS Lot:547 Unit:4 LAND ONLY FOR MOBILE HOME SEE M005759,"$2,936.28",No Bids,2936.28,2936.28,,PTW
561c402077c8fa0c53e839d7,305, M005740,MBL HOME TITLE:51E166936 SERIAL:PK01389 YEAR:1972 MAKE:PEERLESS SIZE:14X70 Sub:SAINT MARYS Lot:568 U4  MOBILE 477567 541901 192 LITTLE CREEK RD,$159.93,Bids,184.93,185.93,,PTW
561c402077c8fa0c53e839d8,306, M016018,MBL HOME TITLE:51E096237 SERIAL:ID51002395C0 YEAR:1968 MAKE:SKYLINE SIZE:12X64 Sub:SAINT MARYS Lot:554  555 Unit:4  MOBILE 576881 AGREE 547963 86 LITTLE CREEK RD,"$3,508.08",No Bids,3508.08,3508.08,,PTW
561c402077c8fa0c53e839d9,307, M005805,Sub:SAINT MARYS Lot:556 AND:Lot:557 U4-590561 600769 611527-TRAILER DELETED-TORN DOWN 53101-PRORATED FROM THIS DATE,$160.85,Bids,172.85,173.85,,PTW
562f88ab77c83fbd088f916c,308, M016010,MBL HOME TITLE:51E151920 SERIAL:P278130 YEAR:1997 MAKE:SCH SIZE:16X66 Sub:SILVER SPRUCE TRAILER COURT SP 7 MOBILE ONLY 203 S GUANELLA ST #7,$280.67,Bids,280.67,281.67,,PTW
562f88ab77c83fbd088f916d,309, M006870,MBL HOME TITLE:51E165093 SERIAL:GN10122 YEAR:1978 MAKE:GREAT NORTHERN SIZE:14X53 Sub:LAWSON TRAILER PARK SP 14 MOBILE ONLY 2038 COUNTY ROAD 308 #14,$155.11,No Bids,155.11,155.11,,PTW
562f88ab77c83fbd088f916f,311, M004328,MBL HOME TITLE:51E146175 SERIAL:28864 YEAR:1971 MAKE:ASTRA SIZE:12X65 Subdivision:NANCARROW MOBILE HOME Lot:7 MOBILE ONLY 612 MINER ST,$97.92,No Bids,97.92,97.92,,PTW
